"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","padj","definition"
"GO:0015217",0.0168869840868874,0.997115067473936,6,10,"ADP transmembrane transporter activity","MF",0.0296691480755566,"Enables the transfer of ADP, adenosine diphosphate, from one side of a membrane to the other."
"GO:0042692",0.0168897417256317,0.987359202653121,117,380,"muscle cell differentiation","BP",0.0296691480755566,"The process in which a relatively unspecialized cell acquires specialized features of a muscle cell."
"GO:0050508",0.0169475164978921,1,3,3,"glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity","MF",0.0297267925611039,"Catalysis of the reaction: 3-O-{[(1->4)-beta-D-GlcA-(1->4)-alpha-D-GlcNAc](n)-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl}-L-seryl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = 3-O-{alpha-D-GlcNAc-[(1->4)-beta-D-GlcA-(1->4)-alpha-D-GlcNAc](n)-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl}-L-seryl-[protein] + H+ + UDP."
"GO:1903050",0.0170174125990341,0.988268263300767,72,231,"regulation of proteolysis involved in protein catabolic process","BP",0.0297384511690356,NA
"GO:0042492",0.01701801949215,0.996548368716331,7,12,"gamma-delta T cell differentiation","BP",0.0297384511690356,"The process in which a relatively unspecialized hemopoietic cell acquires specialized features of a gamma-delta T cell. A gamma-delta T cell is a T cell that expresses a gamma-delta T cell receptor complex."
"GO:0034260",0.0170290711144268,0.994986570275118,10,20,"negative regulation of GTPase activity","BP",0.0297384511690356,"Any process that stops or reduces the rate of GTP hydrolysis by a GTPase."
"GO:0042488",0.0170732821542344,1,3,3,"positive regulation of odontogenesis of dentin-containing tooth","BP",0.0297720044592872,"Any process that activates or increases the frequency, rate or extent of the formation and development of teeth, the hard, bony appendages that are borne on the jaws, or on other bones in the walls of the mouth or pharynx of most vertebrates."
"GO:0090199",0.017120930843988,0.992880073150771,16,40,"regulation of release of cytochrome c from mitochondria","BP",0.0297950586662977,"Any process that modulates the rate, frequency or extent of release of cytochrome c from mitochondria, the process in which cytochrome c is enabled to move from the mitochondrial intermembrane space into the cytosol, which is an early step in apoptosis and leads to caspase activation."
"GO:1903899",0.0171365366804483,1,3,3,"positive regulation of PERK-mediated unfolded protein response","BP",0.0297950586662977,NA
"GO:0046640",0.0172058703422015,0.992651804135757,17,42,"regulation of alpha-beta T cell proliferation","BP",0.0298217001994544,"Any process that modulates the frequency, rate or extent of alpha-beta T cell proliferation."
"GO:0002532",0.0172118425040105,0.990829499633453,28,78,"production of molecular mediator involved in inflammatory response","BP",0.0298217001994544,"The synthesis or release of any molecular mediator of the inflammatory response following an inflammatory stimulus, resulting in an increase in its intracellular or extracellular levels."
"GO:0032875",0.0172269771093406,1,3,3,"regulation of DNA endoreduplication","BP",0.0298217001994544,"Any process that modulates the frequency, rate or extent of DNA endoreduplication."
"GO:0097411",0.0172968601725636,0.998882177860007,4,5,"hypoxia-inducible factor-1alpha signaling pathway","BP",0.0298992169310933,"The series of molecular signals mediated by hypoxia-inducible factor (HIF1) in response to lowered oxygen levels (hypoxia). Under hypoxic conditions, the oxygen-sensitive alpha-subunit of hypoxia-inducible factor (HIF)-1 dimerizes with a HIF1-beta subunit (also called ARNT or aryl-hydrocarbon-receptor nuclear translocator), translocates to the nucleus and activates transcription of genes whose products participate in responding to hypoxia."
"GO:0070664",0.0173748152232013,0.990296887477193,32,91,"negative regulation of leukocyte proliferation","BP",0.0299584395944682,"Any process that stops, prevents, or reduces the frequency, rate or extent of leukocyte proliferation."
"GO:0002407",0.0173814288495193,0.994337351698063,11,24,"dendritic cell chemotaxis","BP",0.0299584395944682,"The movement of a dendritic cell in response to an external stimulus."
"GO:0042887",0.0174836977808963,0.993345270036829,14,32,"amide transmembrane transporter activity","MF",0.0300206195186343,"Enables the transfer of an amide, any compound containing one, two, or three acyl groups attached to a nitrogen atom, from one side of a membrane to the other."
"GO:0070340",0.0175175437319379,1,3,3,"detection of bacterial lipopeptide","BP",0.0300206195186343,"The series of events in which a bacterial lipopeptide stimulus is received by a cell and converted into a molecular signal."
"GO:0009653",0.0175198760897965,0.984514103806287,673,2452,"anatomical structure morphogenesis","BP",0.0300206195186343,"The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."
"GO:0019957",0.0175446432745796,0.994275399481961,11,24,"C-C chemokine binding","MF",0.0300206195186343,"Binding to a C-C chemokine; C-C chemokines do not have an amino acid between the first two cysteines of the characteristic four-cysteine motif."
"GO:0035166",0.0175672563449388,0.99885875809897,4,5,"post-embryonic hemopoiesis","BP",0.0300206195186343,"The stages of blood cell formation that take place after completion of embryonic development."
"GO:0030154",0.0175788855856599,0.984155527010921,1042,3897,"cell differentiation","BP",0.0300206195186343,"The cellular developmental process in which a relatively unspecialized cell, e.g. embryonic or regenerative cell, acquires specialized structural and/or functional features that characterize a specific cell. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."
"GO:1902996",0.0175939482989142,1,3,3,"regulation of neurofibrillary tangle assembly","BP",0.0300206195186343,NA
"GO:2000297",0.0176593636861044,1,3,3,"negative regulation of synapse maturation","BP",0.0300891304007873,NA
"GO:0060369",0.017751853512955,0.998842694734607,4,5,"positive regulation of Fc receptor mediated stimulatory signaling pathway","BP",0.0302035107627563,"Any process that increases the rate, frequency or extent of the Fc receptor mediated stimulatory signaling pathway."
"GO:0001094",0.017781378462504,0.996923224895853,6,10,"TFIID-class transcription factor complex binding","MF",0.0302105873735267,"Binding to a general RNA polymerase II transcription factor belonging to the TFIID complex, one of the factors involved in formation of the preinitiation complex (PIC) by RNA polymerase II."
"GO:1903707",0.0178109076644051,0.989654045403449,36,104,"negative regulation of hemopoiesis","BP",0.0302176510374736,NA
"GO:0036121",0.0178833094890299,1,3,3,"double-stranded DNA helicase activity","MF",0.0302826421096103,"Catalysis of the reaction: ATP + H2O = ADP + phosphate, in the presence of double-stranded DNA; drives the unwinding of a DNA helix."
"GO:0070391",0.0179254934401975,0.996892068224697,6,10,"response to lipoteichoic acid","BP",0.0302826421096103,"Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipoteichoic acid stimulus; lipoteichoic acid is a major component of the cell wall of gram-positive bacteria and typically consists of a chain of glycerol-phosphate repeating units linked to a glycolipid anchor."
"GO:0071223",0.0179254934401975,0.996892068224697,6,10,"cellular response to lipoteichoic acid","BP",0.0302826421096103,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipoteichoic acid stimulus; lipoteichoic acid is a major component of the cell wall of gram-positive bacteria and typically consists of a chain of glycerol-phosphate repeating units linked to a glycolipid anchor."
"GO:0032183",0.0180221013791772,0.995164842508603,9,17,"SUMO binding","MF",0.030384302140013,"Binding to the small ubiquitin-like protein SUMO."
"GO:0048869",0.0180366932098986,0.983736477482414,1042,3898,"cellular developmental process","BP",0.030384302140013,"A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."
"GO:0070939",0.0181154111054871,1,3,3,"Dsl1/NZR complex","CC",0.0304738059698236,"A multisubunit tethering complex, i.e. a protein complex involved in mediating the initial interaction between vesicles and the membranes with which they fuse, that is involved in trafficking from the Golgi apparatus to the ER. In Saccharomyces cerevisiae the Dsl1p complex contains Dsl1p, Tip20p, and Sec39p."
"GO:0099507",0.0181788844135139,0.996257874993369,7,12,"ligand-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential","MF",0.0305334160911717,"Any ligand-gated ion channel activity, occurring in the presynaptic membrane, that is involved in regulation of presynaptic membrane potential."
"GO:0021747",0.0182021204237883,1,3,3,"cochlear nucleus development","BP",0.0305334160911717,"The process whose specific outcome is the progression of the cochlear nucleus over time, from its formation to the mature structure."
"GO:0009791",0.0182812535289986,0.989934485024355,31,83,"post-embryonic development","BP",0.0306230280633436,"The process whose specific outcome is the progression of the organism over time, from the completion of embryonic development to the mature structure. See embryonic development."
"GO:0009595",0.018443832663157,0.992863761202927,14,33,"detection of biotic stimulus","BP",0.0308519728958145,"The series of events in which a biotic stimulus, one caused or produced by a living organism, is received and converted into a molecular signal."
"GO:0031460",0.0186634827051466,1,3,3,"glycine betaine transport","BP",0.0311756071554413,"The directed movement of glycine betaine, N-trimethylglycine, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"GO:0098944",0.0187355029994148,0.998756088639499,4,5,"postsynaptic recycling endosome membrane","CC",0.0312520785326373,"The lipid bilayer surrounding a postsynaptic recycling endosome."
"GO:0004558",0.0187843711245104,1,3,3,"alpha-1,4-glucosidase activity","MF",0.031280183993094,"Catalysis of the hydrolysis of terminal, non-reducing alpha-(1->4)-linked alpha-D-glucose residues with release of alpha-D-glucose."
"GO:1990841",0.0188148044486353,0.990363979115689,25,66,"promoter-specific chromatin binding","MF",0.031280183993094,NA
"GO:0030220",0.0188311435122153,0.993882533575206,11,23,"platelet formation","BP",0.031280183993094,"The process in which platelets bud from long processes extended by megakaryocytes."
"GO:0099041",0.0188861695823739,0.998742674697843,4,5,"vesicle tethering to Golgi","BP",0.0313119644825995,"The initial, indirect interaction between a transport vesicle membrane and the membrane of the Golgi. This interaction is mediated by tethering factors (or complexes), which interact with both membranes. Interaction can occur via direct binding to membrane phospholipids or membrane proteins, or via binding to vesicle coat proteins. This process is distinct from and prior fusion."
"GO:0071260",0.0189028568119135,0.990010002312516,27,73,"cellular response to mechanical stimulus","BP",0.0313119644825995,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mechanical stimulus."
"GO:0030225",0.0191011205714995,0.990490854417369,23,61,"macrophage differentiation","BP",0.0315560424269278,"The process in which a relatively unspecialized monocyte acquires the specialized features of a macrophage."
"GO:0141060",0.0191031961291477,0.989327953452404,30,94,"disruption of anatomical structure in another organism","BP",0.0315560424269278,NA
"GO:0014902",0.019381989502125,0.988336086863745,40,115,"myotube differentiation","BP",0.0319623210632749,"The process in which a relatively unspecialized cell acquires specialized features of a myotube cell. Myotube differentiation starts with myoblast fusion and the appearance of specific cell markers (this is the cell development step). Then individual myotubes can fuse to form bigger myotubes and start to contract. Myotubes are multinucleated cells that are formed when proliferating myoblasts exit the cell cycle, differentiate and fuse."
"GO:0002562",0.0194296561291445,0.989844332848554,26,70,"somatic diversification of immune receptors via germline recombination within a single locus","BP",0.0319623210632749,"The process in which immune receptor genes are diversified through recombination of the germline genetic elements within a single genetic locus."
"GO:0016444",0.0194296561291445,0.989844332848554,26,70,"somatic cell DNA recombination","BP",0.0319623210632749,"Recombination occurring within or between DNA molecules in somatic cells."
"GO:0031400",0.0194719361927031,0.985782511178299,95,313,"negative regulation of protein modification process","BP",0.0319876910420819,"Any process that stops, prevents, or reduces the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."
"GO:1904861",0.019543556916673,0.991891546538742,16,37,"excitatory synapse assembly","BP",0.0320611243633023,NA
"GO:0006921",0.019584333198929,0.992698024043156,13,30,"cellular component disassembly involved in execution phase of apoptosis","BP",0.0320838250893046,"The breakdown of structures such as organelles, proteins, or other macromolecular structures during apoptosis."
"GO:0033089",0.0198341106603757,0.996473239240338,6,10,"positive regulation of T cell differentiation in thymus","BP",0.0324239913073506,"Any process that activates or increases the frequency, rate or extent of T cell differentiation in the thymus."
"GO:0050868",0.0198485012088021,0.987975494884179,40,120,"negative regulation of T cell activation","BP",0.0324239913073506,"Any process that stops, prevents, or reduces the frequency, rate or extent of T cell activation."
"GO:0002495",0.0198736470649588,0.992439403628477,13,32,"antigen processing and presentation of peptide antigen via MHC class II","BP",0.0324239913073506,"The process in which an antigen-presenting cell expresses a peptide antigen on its cell surface in association with an MHC class II protein complex. The peptide antigen is typically, but not always, processed from a whole protein."
"GO:0002478",0.0201594749047923,0.991671736443866,15,38,"antigen processing and presentation of exogenous peptide antigen","BP",0.032845327786057,"The process in which an antigen-presenting cell expresses a peptide antigen of exogenous origin on its cell surface in association with an MHC protein complex. The peptide is typically a fragment of a larger exogenous protein which has been degraded within the cell."
"GO:2000271",0.0202539260378996,0.996379608427468,6,10,"positive regulation of fibroblast apoptotic process","BP",0.0329541337583858,NA
"GO:0031640",0.020459021549723,0.988619656471007,29,91,"killing of cells of another organism","BP",0.0331971316971663,"Any process in an organism that results in the killing of cells of another organism, including in some cases the death of the other organism. Killing here refers to the induction of death in one cell by another cell, not cell-autonomous death due to internal or other environmental conditions."
"GO:0141061",0.020459021549723,0.988619656471007,29,91,"disruption of cell in another organism","BP",0.0331971316971663,NA
"GO:0007162",0.0204931912326043,0.985261199317864,86,278,"negative regulation of cell adhesion","BP",0.033207334364669,"Any process that stops, prevents, or reduces the frequency, rate or extent of cell adhesion."
"GO:0030851",0.0205797225919973,0.991585786747881,15,36,"granulocyte differentiation","BP",0.0333022413139522,"The process in which a myeloid precursor cell acquires the specialized features of a granulocyte. Granulocytes are a class of leukocytes characterized by the presence of granules in their cytoplasm. These cells are active in allergic immune reactions such as arthritic inflammation and rashes. This class includes basophils, eosinophils and neutrophils."
"GO:0036503",0.0206897881148714,0.987725894015908,37,108,"ERAD pathway","BP",0.0334349221774924,"The protein catabolic pathway which targets endoplasmic reticulum (ER)-resident proteins for degradation by the cytoplasmic proteasome. It begins with recognition of the ER-resident protein, includes retrotranslocation (dislocation) of the protein from the ER to the cytosol, protein modifications necessary for correct substrate transfer (e.g. ubiquitination), transport of the protein to the proteasome, and ends with degradation of the protein by the cytoplasmic proteasome."
"GO:2000060",0.0207630424104484,0.987886852594639,35,101,"positive regulation of ubiquitin-dependent protein catabolic process","BP",0.0334867909504205,NA
"GO:0030948",0.0207781179784725,0.996261958396937,6,10,"negative regulation of vascular endothelial growth factor receptor signaling pathway","BP",0.0334867909504205,"Any process that stops, prevents, or reduces the frequency, rate or extent of vascular endothelial growth factor receptor signaling pathway activity."
"GO:1901800",0.0209244756841122,0.987561932640778,37,109,"positive regulation of proteasomal protein catabolic process","BP",0.0336488217522466,NA
"GO:0098657",0.0209351611405665,0.982703448769773,247,867,"import into cell","BP",0.0336488217522466,"The directed movement of some substance from outside of a cell into a cell. This may occur via transport across the plasma membrane or via endocytosis."
"GO:0006949",0.021098186413921,0.989605721629802,22,57,"syncytium formation","BP",0.0338197863392315,"The formation of a syncytium, a mass of cytoplasm containing several nuclei enclosed within a single plasma membrane. Syncytia are normally derived from single cells that fuse or fail to complete cell division."
"GO:0060323",0.0211767150390978,0.991057404797248,16,38,"head morphogenesis","BP",0.0338197863392315,"The process in which the anatomical structures of the head are generated and organized. The head is the anterior-most division of the body."
"GO:0038202",0.0211886068229222,0.987434000069269,37,106,"TORC1 signaling","BP",0.0338197863392315,"A series of intracellular molecular signals mediated by TORC1; TOR (target of rapamycin) in complex with at least Raptor (regulatory-associated protein of TOR), or orthologs of, and other signaling components."
"GO:0002278",0.021192995911023,0.996951312280939,5,8,"eosinophil activation involved in immune response","BP",0.0338197863392315,"The change in morphology and behavior of a eosinophil resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."
"GO:0043308",0.021192995911023,0.996951312280939,5,8,"eosinophil degranulation","BP",0.0338197863392315,"The regulated exocytosis of secretory granules containing preformed mediators such as major basic protein, eosinophil peroxidase, and eosinophil cationic protein by an eosinophil."
"GO:0099505",0.0212119062933719,0.99249869934536,12,26,"regulation of presynaptic membrane potential","BP",0.0338197863392315,"Any process that modulates the potential difference across a presynaptic membrane."
"GO:0008637",0.0212633943938546,0.9876153562028,34,102,"apoptotic mitochondrial changes","BP",0.0338227804291523,"The morphological and physiological alterations undergone by mitochondria during apoptosis."
"GO:0032874",0.0213097995535636,0.993333561010784,10,21,"positive regulation of stress-activated MAPK cascade","BP",0.0338227804291523,"Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the stress-activated MAPK cascade."
"GO:0070304",0.0213097995535636,0.993333561010784,10,21,"positive regulation of stress-activated protein kinase signaling cascade","BP",0.0338227804291523,"Any process that activates or increases the frequency, rate or extent of signaling via the stress-activated protein kinase signaling cascade."
"GO:0070670",0.0213273787592723,0.991237157595916,15,36,"response to interleukin-4","BP",0.0338227804291523,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interleukin-4 stimulus."
"GO:0032386",0.0214185673890225,0.984761803790357,80,256,"regulation of intracellular transport","BP",0.0338322538279745,"Any process that modulates the frequency, rate or extent of the directed movement of substances within cells."
"GO:0070141",0.0214235581297601,0.995161276015692,7,13,"response to UV-A","BP",0.0338322538279745,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a UV-A radiation stimulus. UV-A radiation (UV-A light) spans the wavelengths 315 to 400 nm."
"GO:1903320",0.0214442121159196,0.984975605647951,73,237,"regulation of protein modification by small protein conjugation or removal","BP",0.0338322538279745,NA
"GO:0070418",0.0214469787070703,0.998508850570592,4,5,"DNA-dependent protein kinase complex","CC",0.0338322538279745,"A protein complex that is involved in the repair of DNA double-strand breaks and, in mammals, V(D)J recombination events. It consists of the DNA-dependent protein kinase catalytic subunit (DNA-PKcs) and the DNA end-binding heterodimer Ku."
"GO:0032968",0.0214945561009624,0.990000671847273,19,49,"positive regulation of transcription elongation by RNA polymerase II","BP",0.0338624554447702,"Any process that activates or increases the frequency, rate or extent of transcription elongation, the extension of an RNA molecule after transcription initiation and promoter clearance by the addition of ribonucleotides, catalyzed by RNA polymerase II."
"GO:0042307",0.0215461606427148,0.990585983732848,17,41,"positive regulation of protein import into nucleus","BP",0.0338989132436899,"Any process that activates or increases the frequency, rate or extent of movement of proteins from the cytoplasm into the nucleus."
"GO:0030252",0.0217282138319501,0.996046661087017,6,10,"growth hormone secretion","BP",0.034112472319663,"The regulated release of growth hormone from secretory granules into the blood."
"GO:0099151",0.0217391826117752,0.994482200848204,8,15,"regulation of postsynaptic density assembly","BP",0.034112472319663,"Any process that modulates the frequency, rate or extent of postsynaptic density assembly, the aggregation, arrangement and bonding together of a set of components to form a postsynaptic density."
"GO:0006022",0.0218415684921947,0.986694792488239,40,118,"aminoglycan metabolic process","BP",0.0342217492633484,"The chemical reactions and pathways involving aminoglycans, any polymer containing amino groups that consists of more than about 10 monosaccharide residues joined to each other by glycosidic linkages."
"GO:0051222",0.0218662898315769,0.98464958781996,74,235,"positive regulation of protein transport","BP",0.0342217492633484,"Any process that activates or increases the frequency, rate or extent of the directed movement of a protein into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"GO:0097202",0.0219535988380091,0.995014112631259,7,13,"activation of cysteine-type endopeptidase activity","BP",0.0342697415286988,"Any process that initiates the activity of the inactive enzyme cysteine-type endopeptidase."
"GO:0045787",0.0219545027593595,0.983801384005911,98,322,"positive regulation of cell cycle","BP",0.0342697415286988,"Any process that activates or increases the rate or extent of progression through the cell cycle."
"GO:0071496",0.0220136014228325,0.988168356784717,27,74,"cellular response to external stimulus","BP",0.0342880987242818,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."
"GO:1901329",0.0220238417498535,0.995979138219311,6,10,"regulation of odontoblast differentiation","BP",0.0342880987242818,NA
"GO:0000768",0.022142173885379,0.989243564588217,21,54,"syncytium formation by plasma membrane fusion","BP",0.0343824368937242,"The formation of a syncytium, a mass of cytoplasm containing several nuclei enclosed within a single plasma membrane, by the fusion of the plasma membranes of two or more individual cells."
"GO:0140253",0.022142173885379,0.989243564588217,21,54,"cell-cell fusion","BP",0.0343824368937242,NA
"GO:0061908",0.0221879444888985,1,3,3,"phagophore","CC",0.0344086482894247,"A disk-like structure that expands, rounds up into a cup-shaped structure, and eventually closes around its cargo (for example cytoplasmic components) to become an autophagosome or Cvt vesicle."
"GO:0045579",0.02231527346708,0.994106165342149,8,16,"positive regulation of B cell differentiation","BP",0.0345611062409523,"Any process that activates or increases the frequency, rate or extent of B cell differentiation."
"GO:2000725",0.0224088225390538,0.994276125198722,8,15,"regulation of cardiac muscle cell differentiation","BP",0.034620737258308,NA
"GO:0046639",0.0224278748538288,0.991896277076503,12,27,"negative regulation of alpha-beta T cell differentiation","BP",0.034620737258308,"Any process that stops, prevents, or reduces the frequency, rate or extent of alpha-beta T cell differentiation."
"GO:0030890",0.0224409816653348,0.990331350241172,16,40,"positive regulation of B cell proliferation","BP",0.034620737258308,"Any process that activates or increases the rate or extent of B cell proliferation."
"GO:0005814",0.0225051947404401,0.985324838073455,52,157,"centriole","CC",0.0346382034809503,"A cellular organelle, found close to the nucleus in many eukaryotic cells, consisting of a small cylinder with microtubular walls, 300-500 nm long and 150-250 nm in diameter. It contains nine short, parallel, peripheral microtubular fibrils, each fibril consisting of one complete microtubule fused to two incomplete microtubules. Cells usually have two centrioles, lying at right angles to each other. At division, each pair of centrioles generates another pair and the twin pairs form the pole of the mitotic spindle."
"GO:0007051",0.0225498592214609,0.984591895880523,64,200,"spindle organization","BP",0.0346382034809503,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the spindle, the array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during DNA segregation and serves to move the duplicated chromosomes apart."
"GO:0008023",0.0225529638282466,0.989491943280754,19,48,"transcription elongation factor complex","CC",0.0346382034809503,"Any protein complex that interacts with RNA polymerase II to increase (positive transcription elongation factor) or reduce (negative transcription elongation factor) the rate of transcription elongation."
"GO:0003712",0.02259774629916,0.982299947222686,148,502,"transcription coregulator activity","MF",0.0346382034809503,"A transcription regulator activity that modulates the transcription of specific gene sets via binding to a DNA-bound DNA-binding transcription factor, either on its own or as part of a complex. Coregulators often act by altering chromatin structure and modifications. For example, one class of transcription coregulators modifies chromatin structure through covalent modification of histones. A second class remodels the conformation of chromatin in an ATP-dependent fashion. A third class modulates interactions of DNA-bound DNA-binding transcription factors with other transcription coregulators."
"GO:0016773",0.0226006867489101,0.981807465881574,188,637,"phosphotransferase activity, alcohol group as acceptor","MF",0.0346382034809503,"Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to an alcohol group (acceptor)."
"GO:1904951",0.0226268029455746,0.983423018721227,93,304,"positive regulation of establishment of protein localization","BP",0.0346382034809503,NA
"GO:0051341",0.0227128046177743,0.989083476720099,20,53,"regulation of oxidoreductase activity","BP",0.0347252250317961,"Any process that modulates the frequency, rate or extent of oxidoreductase activity, the catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced."
"GO:0006487",0.0228644777413744,0.987801027278289,26,72,"protein N-linked glycosylation","BP",0.0349122987050986,"A protein glycosylation process in which a carbohydrate or carbohydrate derivative unit is added to a protein via the N4 atom of peptidyl-asparagine, the omega-N of arginine, or the N1' atom peptidyl-tryptophan."
"GO:0010558",0.0232022758201914,0.979618023876197,541,1991,"negative regulation of macromolecule biosynthetic process","BP",0.0353827279152983,"Any process that decreases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."
"GO:0120103",0.0232841731397491,0.995688504166855,6,10,"centriolar subdistal appendage","CC",0.0354293261624565,"A protein complex which assembles on the mother centriole during cilium formation, adjacent and proximal to a centriolar distal appendage. In human, it contains ODF2, CNTRL, NIN, CCDC120c and CCDC68."
"GO:0006468",0.023292327779348,0.980359200501294,301,1066,"protein phosphorylation","BP",0.0354293261624565,"The process of introducing a phosphate group on to a protein."
"GO:0000209",0.0233699223041642,0.983331478399572,79,253,"protein polyubiquitination","BP",0.0354340123518296,"Addition of multiple ubiquitin groups to a protein, forming a ubiquitin chain."
"GO:0002281",0.0233744694000977,0.993051537948739,9,19,"macrophage activation involved in immune response","BP",0.0354340123518296,"A change in morphology and behavior of a macrophage resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."
"GO:0002317",0.0233846630634241,0.996540080723806,5,8,"plasma cell differentiation","BP",0.0354340123518296,"The process in which a B cell acquires the specialized features of a plasma cell. A plasma cell is a lymphocyte which develops from a B cell and produces high amounts of antibody."
"GO:0034162",0.0234306636230688,0.993195136278514,9,18,"toll-like receptor 9 signaling pathway","BP",0.0354586027637547,"The series of molecular signals initiated by a ligand binding to the endolysosomal toll-like receptor 9."
"GO:0045651",0.0236411794421843,0.9936809204778,8,16,"positive regulation of macrophage differentiation","BP",0.0356950907327843,"Any process that activates or increases the frequency, rate or extent of macrophage differentiation."
"GO:0034511",0.0236469159424098,0.995604037996829,6,10,"U3 snoRNA binding","MF",0.0356950907327843,"Binding to a U3 small nucleolar RNA."
"GO:0014015",0.0236906341015064,0.987518159817402,25,68,"positive regulation of gliogenesis","BP",0.0356950907327843,"Any process that activates or increases the frequency, rate or extent of gliogenesis, the formation of mature glia."
"GO:0032728",0.0237110633293039,0.989769466221765,16,39,"positive regulation of interferon-beta production","BP",0.0356950907327843,"Any process that activates or increases the frequency, rate, or extent of interferon-beta production."
"GO:0035754",0.0237367857769649,0.996472864488659,5,8,"B cell chemotaxis","BP",0.0356950907327843,"The directed movement of a B cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."
"GO:0017169",0.0239479158800849,0.996432413412513,5,8,"CDP-alcohol phosphatidyltransferase activity","MF",0.0359671725260795,"Catalysis of the reaction: CDP + alcohol = CMP + phosphatidyl alcohol."
"GO:0031327",0.0240579853717736,0.978830417634764,550,2027,"negative regulation of cellular biosynthetic process","BP",0.03603402210279,"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."
"GO:0050871",0.024071824241693,0.98671465228181,28,80,"positive regulation of B cell activation","BP",0.03603402210279,"Any process that activates or increases the frequency, rate or extent of B cell activation."
"GO:0051241",0.0240831919343584,0.979802746532224,277,997,"negative regulation of multicellular organismal process","BP",0.03603402210279,"Any process that stops, prevents, or reduces the frequency, rate or extent of an organismal process, the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."
"GO:0043170",0.0241976361169974,0.977765004497592,2130,8277,"macromolecule metabolic process","BP",0.0361598301321755,"The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."
"GO:0032039",0.0243313450747945,0.992881687908595,9,18,"integrator complex","CC",0.0363140751680204,"A protein complex that stably associates with the C-terminus of RNA polymerase II and mediates 3'-end processing of small nuclear RNAs generated by RNA polymerase II."
"GO:0015868",0.0244002919345177,0.990171244395987,14,33,"purine ribonucleotide transport","BP",0.0363542218873496,"The directed movement of a purine ribonucleotide, any compound consisting of a purine ribonucleoside (a purine organic base attached to a ribose sugar) esterified with (ortho)phosphate, into, out of or within a cell."
"GO:0048646",0.0244192926195463,0.979355680944887,306,1083,"anatomical structure formation involved in morphogenesis","BP",0.0363542218873496,"The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."
"GO:0008821",0.0246267384981881,0.996301607431461,5,8,"crossover junction DNA endonuclease activity","MF",0.0366172853325119,"Catalysis of the endonucleolytic cleavage at a junction such as a reciprocal single-stranded crossover between two homologous DNA duplexes (Holliday junction)."
